Herb_id,Chinese_name,Pinyin_name,Latin_name,English_name,Properties_Chinese,Properties_English,Meridians_Chinese,Meridians_English,Function_Chinese,Function_English,UsePart,TCMID_id,TCM-ID_id,TCMSP_id,Link_herb_id,Alias,HERBDB_ID,Suppress
664,雄黄,Xionghuang,Realgar,,"辛,温,有毒","Pungent,Warm,Toxic","肝,大肠","Liver,Large Intestine",攻毒杀虫止痒药,Toxin-Attacking And Worm-Expelling And Itch-Relieving Medicinal,,,,,,,HERB006243,0
665,紫石英,Zishiying,Fluoritum,,"甘,温","Sweet,Warm","肾,心,肺","Kidney,Heart,Lung",补虚药,Tonifying And Replenishing Medicinal,,,,,,,HERB007206,0
666,紫苏梗,Zisugeng,Perillae Caulis,,"辛,温","Pungent,Warm","肺,脾","Lung,Spleen",解表药,Exterior-Releasing Medicinal,,,,,,,HERB007210,0
667,紫珠叶,Zizhuye,Callicarpae Formosanae Folium,,"苦,涩,凉","Bitter,Astringent,Cool","肝,肺,胃","Liver,Lung,Stomach",收敛止血药,Astringent Hemostatic Medicinal,,,,,,,,0
668,紫萁贯众,Ziqiguanzhong,Osmundae Rhizoma,,"苦,微寒,有小毒","Bitter,Slightly Cold,Slightly Toxic","肺,胃,肝","Lung,Stomach,Liver",清热解毒药,Antipyretic Detoxicate Drugs,,,,,,,,0
669,蛤壳,Geqiao,Meretricis Concha Cyclinae Concha,,"苦,咸,寒","Bitter,Salty,Cold","肺,肾,胃","Lung,Kidney,Stomach",化痰药,Phlegresolving Medicine,,,,,,,HERB001885,0
670,蛤蚧,Gejie,Gecko,,"咸,平","Salty,Calm","肺,肾","Lung,Kidney",补虚药,Tonifying And Replenishing Medicinal,,,,,,,HERB001877,0
671,黑种草子,Heizhongcaozi,Nigellae Semen,,"甘,辛,温","Sweet,Pungent,Warm",,,解毒杀虫燥湿止痒药,Medicinal For Detoxification、Parasiticide、Drying Dampness And Relieving Itching,,,,,,,,0
672,锁阳,Suoyang,Cynomorii Herba,,"甘,温","Sweet,Warm","肝,肾,大肠","Liver,Kidney,Large Intestine",补虚药,Tonifying And Replenishing Medicinal,,,,,,,HERB005338,0
673,筋骨草,Jingucao,Ajugae Herba,,"苦,寒","Bitter,Cold",肺,Lung,清热解毒药,Antipyretic Detoxicate Drugs,,,,,,,HERB002902,0
674,湖北贝母,Hubeibeimu,Fritillariae Hupehensis Bulbus,,"微苦,凉","Slightly Bitter,Cool","肺,心","Lung,Heart",化痰药,Phlegresolving Medicine,,,,,,,HERB002353,0
675,滑石,Huashi,Talcum,,,,,,利水渗湿药,Diuretic Dampness Excreting Drugs,,,,,,,HERB002450,0
676,滑石粉,Huashifen,Talci Pulvis,,"甘,淡,寒","Sweet,Tasteless,Cold","膀胱,肺,胃","Bladder,Lung,Stomach",利水渗湿药,Diuretic Dampness Excreting Drugs,,,,,,,HERB002451,0
677,蓍草,Shicao,Achilleae Herba,,"苦,酸,平","Bitter,Sour,Calm","肺,脾,膀胱","Lung,Spleen,Bladder",解毒杀虫燥湿止痒药,Medicinal For Detoxification、Parasiticide、Drying Dampness And Relieving Itching,,,,,,,,0
678,蓝布正,Lanbuzheng,Gei Herba,,"甘,微苦,凉","Sweet,Slightly Bitter,Cool","肝,脾,肺","Liver,Spleen,Lung",补气药,Qi Reinforcing Drugs,,,,,,,,0
679,蒲公英,Pugongying,Taraxaci Herba,,"苦,甘,寒","Bitter,Sweet,Cold","肝,胃","Liver,Stomach",清热药,Heat-Clearing Medicinal,,,,,,,HERB004401,0
680,蜈蚣,Wugong,Scolopendra,,"辛,温,有毒","Pungent,Warm,Toxic",肝,Liver,平肝熄风药,Liver-Pacifying Wind-Extinguishing Medicinal,,,,,,,HERB005706|HERB005708,0
681,蜂房,Fengfang,Vespae Nidus,,"甘,平","Sweet,Calm",胃,Stomach,攻毒杀虫止痒药,Toxin-Attacking And Worm-Expelling And Itch-Relieving Medicinal,,,,,,,HERB001702,0
682,蜂胶,Fengjiao,Propolis,,"苦,辛,寒","Bitter,Pungent,Cold","脾,胃","Spleen,Stomach",补气药,Qi Reinforcing Drugs,,,,,,,HERB001705,0
683,蜂蜡,Fengla,Cera Flava,,"甘,微温","Sweet,Slightly Warm",脾,Spleen,解毒杀虫燥湿止痒药,Medicinal For Detoxification、Parasiticide、Drying Dampness And Relieving Itching,,,,,,,HERB001706,0
684,蜂蜜,Fengmi,Mel,,"甘,平","Sweet,Calm","肺,脾,大肠","Lung,Spleen,Large Intestine",补气药,Qi Reinforcing Drugs,,,,,,,HERB001711,0
685,滇鸡血藤,Dianjixueteng,Kadsurae Caulis,,"苦,甘,温","Bitter,Sweet,Warm","肝,肾","Liver,Kidney",活血祛瘀药,Blood Activating Stasis Removing Drugs,,,,,,,,0
686,裸花紫珠,Luohuazizhu,Callicarpae Nudiflorae Folium,,"苦,微辛,平","Bitter,Slightly Pungent,Calm",,,解毒杀虫燥湿止痒药,Medicinal For Detoxification、Parasiticide、Drying Dampness And Relieving Itching,,,,,,,,0
687,榧子,Feizi,Torreyae Semen,,"甘,平","Sweet,Calm","肺,胃,大肠","Lung,Stomach,Large Intestine",驱虫药,Antiparasitic Drugs,,,,,,,HERB001676,0
688,榼藤子,Ketengzi,Entadae Semen,,"微苦,凉,有小毒","Slightly Bitter,Cool,Slightly Toxic","肝,脾,胃,肾","Liver,Spleen,Stomach,Kidney",补气药,Qi Reinforcing Drugs,,,,,,,,0
689,焦槟榔,Jiaobinglang,Arecae Semen Tostum,,"苦,辛,温","Bitter,Pungent,Warm","胃,大肠","Stomach,Large Intestine",驱虫药,Antiparasitic Drugs,,,,,,,HERB002852,0
690,磁石,Cishi,Magnetitum,,"咸,寒","Salty,Cold","肝,心,肾","Liver,Heart,Kidney",安神药,Tranguilizing Medicinal,,,,,,,HERB000935,0
691,蜘蛛香,Zhizhuxiang,Valerianae Jatamansi Rhizoma Et Radix,,"微苦,辛,温","Slightly Bitter,Pungent,Warm","心,脾,胃","Heart,Spleen,Stomach",辛凉解表药,Pungent Cool Diaphoretics,,,,,,,HERB007044,0
692,赭石,Zheshi,Haematitum,,"苦,寒","Bitter,Cold","肝,心,肺,胃","Liver,Heart,Lung,Stomach",平肝熄风药,Liver-Pacifying Wind-Extinguishing Medicinal,,,,,,,HERB006955,0
693,蕲蛇,Qishe,Agkistrodon,,"甘,咸,温,有毒","Sweet,Salty,Warm,Toxic",肝,Liver,祛风湿药,Wind-Dampnessdispelling Medicinal,,,,,,,HERB004436,0
694,暴马子皮,Baomazipi,Syringae Cortex,,"苦,微寒","Bitter,Slightly Cold",肺,Lung,化痰药,Phlegresolving Medicine,,,,,,,,0
695,稻芽,Daoya,Oryzae Fructus Germinatus,,"甘,温","Sweet,Warm","脾,胃","Spleen,Stomach",消食药,Digestants,,,,,,,HERB001222,0
696,僵蚕,Jiangcan,Bombyx Batryticatus,,"咸,辛,平","Salty,Pungent,Calm","肝,肺,胃","Liver,Lung,Stomach",平肝熄风药,Liver-Pacifying Wind-Extinguishing Medicinal,,,,,,,HERB002834|HERB002835,0
697,颠茄草,Dianqiecao,Belladonnae Herba,,,,,,,,,,,,,,HERB001292,0
698,藏菖蒲,Zangchangpu,Acori Calami Rhizoma,,"苦,辛,温,燥,锐","Bitter,Pungent,Warm,Dryness,Sharp",,,补阳药,Yang Reinforcing Drugs,,,,,,菖蒲,,0
699,翼首草,Yishoucao,Pterocephali Herba,,"苦,寒,小毒","Bitter,Cold,Slightly Toxic",,,解毒杀虫燥湿止痒药,Medicinal For Detoxification、Parasiticide、Drying Dampness And Relieving Itching,,,,,,,,0
700,蟾酥,Chansu,Bufonis Venenum,,"辛,温,有毒","Pungent,Warm,Toxic",心,Heart,攻毒杀虫止痒药,Toxin-Attacking And Worm-Expelling And Itch-Relieving Medicinal,,,,,,,HERB000650,0
701,鳖甲,Biejia,Trionycis Carapax,,"咸,微寒","Salty,Slightly Cold","肝,肾","Liver,Kidney",补虚药,Tonifying And Replenishing Medicinal,,,,,,,HERB000484,0
702,麝香,Shexiang,Moschus,,"辛,温","Pungent,Warm","心,脾","Heart,Spleen",开窍药,Resuscitative Stimulant; Resuscitative Medicinal,,,,,,,HERB004984,0
703,地黄,Dihuang,Rehmanniae Radix,,"甘,寒","Sweet,Cold","心,肝,肾","Heart,Liver,Kidney",清热凉血药,Heat Clearing Blood Cooling Drugs,,,,,,,HERB001251,0
